Year,State,District,Rice,Wheat,Jowar,Pearl Millet,Maize,Barley,Chickpea,Groundnut,Sesamum,Sugarcane,Cotton
2003,Madhya Pradesh,Gwalior,-1.0,661,467,411,423,538,1446,1617,2850,1018,-1
2004,Madhya Pradesh,Gwalior,1126.0,680,495,440,-1,-1,1431,1293,3150,1338,-1
2005,Madhya Pradesh,Gwalior,1456.0,836,550,567,625,646,1869,1601,2432,1510,-1
2006,Madhya Pradesh,Gwalior,1163.0,969,893,693,800,906,2325,2236,2950,1574,-1
2007,Madhya Pradesh,Gwalior,1446.0,1232,850,645,695,954,2562,3359,4022,1223,-1
2008,Madhya Pradesh,Gwalior,1725.0,1052,939,716,685,919,2177,2320,5193,1930,-1
2009,Madhya Pradesh,Gwalior,-1.0,1178,801,874,-1,960,2158,2400,5808,2826,-1
2010,Madhya Pradesh,Gwalior,2306.0,1259,940,861,937,1174,2928,3978,5171,3071,-1
2011,Madhya Pradesh,Gwalior,2000.0,1219,1003,913,-1,1249,3465,4000,6169,3047,-1
2012,Madhya Pradesh,Gwalior,1971.0,1443,1207,1127,1142,1278,3636,5750,6608,3407,-1
2013,Madhya Pradesh,Gwalior,1987.0,1580,1634,1172,1357,1310,2879,5457,10347,3349,-1
2014,Madhya Pradesh,Gwalior,2702.0,1514,1543,1220,1372,1366,3550,3629,8765,3486,-1
2015,Madhya Pradesh,Gwalior,17416.5,1476,2200,1489,1218,1341,3700,4892,7513,2920,-1
2003,Madhya Pradesh,Shivpuri,-1.0,672,522,361,424,516,1349,1598,2489,1051,-1
2004,Madhya Pradesh,Shivpuri,1278.0,672,678,455,578,-1,1386,1348,2919,1412,-1
2005,Madhya Pradesh,Shivpuri,1521.0,828,899,587,503,630,1716,1547,3392,1582,-1
2006,Madhya Pradesh,Shivpuri,1222.0,1032,1038,689,706,699,2006,1826,3066,1416,-1
2007,Madhya Pradesh,Shivpuri,1267.0,1064,1215,689,667,833,2474,2362,3535,1984,-1
2008,Madhya Pradesh,Shivpuri,1447.0,1099,900,675,647,754,1976,2079,3637,1781,-1
2009,Madhya Pradesh,Shivpuri,1612.0,1145,1036,894,835,850,2092,2198,5173,3449,-1
2010,Madhya Pradesh,Shivpuri,-1.0,1194,-1,874,1013,-1,2881,2679,4510,4200,-1
2011,Madhya Pradesh,Shivpuri,1200.0,1177,1500,1028,1282,894,3720,3136,6143,3140,-1
2012,Madhya Pradesh,Shivpuri,2223.0,-1,1448,1504,1026,-1,-1,4198,4690,3302,-1
2013,Madhya Pradesh,Shivpuri,2561.0,1950,-1,1147,1478,-1,2952,3888,13710,3387,-1
2014,Madhya Pradesh,Shivpuri,2110.0,-1,1448,-1,1646,-1,-1,4260,4940,2854,-1
2015,Madhya Pradesh,Shivpuri,2516.0,-1,-1,1452,1088,-1,-1,3574,-1,3471,-1
2003,Madhya Pradesh,Guna,-1.0,626,547,-1,459,-1,1344,-1,3192,982,-1
2004,Madhya Pradesh,Guna,1736.0,806,757,-1,442,-1,1407,-1,2799,1526,-1
2005,Madhya Pradesh,Guna,1233.0,1092,966,-1,491,-1,1712,-1,2408,1587,-1
2006,Madhya Pradesh,Guna,-1.0,1151,1388,-1,-1,-1,2544,-1,3403,1147,-1
2007,Madhya Pradesh,Guna,1487.0,1068,1307,-1,-1,-1,2471,-1,2819,1167,-1
2008,Madhya Pradesh,Guna,1795.0,1190,1185,-1,765,-1,2456,-1,4930,1855,-1
2009,Madhya Pradesh,Guna,2000.0,1230,1270,-1,825,-1,1985,-1,-1,3962,-1
2010,Madhya Pradesh,Guna,-1.0,-1,1470,-1,-1,-1,-1,-1,-1,3000,-1
2011,Madhya Pradesh,Guna,1525.0,-1,1514,-1,-1,-1,-1,-1,-1,-1,-1
2012,Madhya Pradesh,Guna,1525.0,-1,1514,-1,-1,-1,-1,-1,-1,-1,-1
2013,Madhya Pradesh,Guna,3180.0,-1,-1,-1,1205,-1,-1,-1,-1,-1,-1
2014,Madhya Pradesh,Guna,3400.0,-1,-1,-1,1734,-1,-1,-1,8000,-1,-1
2003,Madhya Pradesh,Datia,-1.0,606,633,480,394,488,1347,-1,2645,-1,-1
2004,Madhya Pradesh,Datia,1047.0,661,565,-1,545,-1,1438,-1,3208,1409,1864
2005,Madhya Pradesh,Datia,1431.0,846,666,627,493,709,1808,1739,2143,1486,-1
2006,Madhya Pradesh,Datia,-1.0,855,783,655,609,720,2101,1945,3158,1162,-1
2007,Madhya Pradesh,Datia,1071.0,1062,733,730,755,866,2381,-1,4416,1885,-1
2008,Madhya Pradesh,Datia,1176.0,1013,736,740,786,-1,2078,-1,5434,1804,-1
2009,Madhya Pradesh,Datia,1503.0,1147,1036,822,845,900,1986,-1,6135,3088,-1
2010,Madhya Pradesh,Datia,-1.0,1225,-1,1033,31,-1,2167,-1,4844,-1,-1
2011,Madhya Pradesh,Datia,-1.0,1275,1000,983,-1,1200,3273,-1,5000,-1,-1
2012,Madhya Pradesh,Datia,-1.0,1486,-1,1183,-1,1216,3297,-1,8500,-1,-1
2013,Madhya Pradesh,Datia,-1.0,1550,1310,917,-1,1261,2843,-1,-1,-1,-1
2014,Madhya Pradesh,Datia,2259.0,1218,1402,1141,1182,1110,3491,-1,9377,-1,-1
2015,Madhya Pradesh,Datia,-1.0,1507,1985,1313,1636,1410,4910,-1,5653,-1,-1
2003,Madhya Pradesh,Morena,-1.0,637,398,346,-1,545,1518,1976,2647,1022,-1
2004,Madhya Pradesh,Morena,1682.0,679,350,466,-1,-1,1452,1536,2891,1418,-1
2005,Madhya Pradesh,Morena,1730.0,837,730,518,-1,703,1916,1514,2643,1432,-1
2006,Madhya Pradesh,Morena,1631.0,863,-1,616,-1,-1,2250,1640,2505,1300,-1
2007,Madhya Pradesh,Morena,1749.0,1025,786,525,-1,-1,2388,-1,3244,1525,-1
2008,Madhya Pradesh,Morena,1883.0,1148,900,600,-1,-1,2151,-1,5000,1808,-1
2009,Madhya Pradesh,Morena,-1.0,1236,1036,-1,-1,-1,2005,-1,-1,3088,-1
2010,Madhya Pradesh,Morena,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Madhya Pradesh,Morena,-1.0,-1,-1,760,-1,-1,-1,-1,-1,-1,-1
2012,Madhya Pradesh,Morena,-1.0,-1,1220,1199,-1,1276,3264,-1,-1,3413,-1
2013,Madhya Pradesh,Morena,-1.0,-1,1155,1191,-1,-1,3117,3800,7083,-1,-1
2014,Madhya Pradesh,Morena,2925.0,-1,1239,1285,-1,-1,2764,-1,10657,-1,-1
2015,Madhya Pradesh,Morena,3065.0,-1,-1,1215,-1,-1,-1,-1,9930,-1,-1
2003,Madhya Pradesh,Bhind,-1.0,636,417,361,-1,520,1388,-1,2943,-1,-1
2004,Madhya Pradesh,Bhind,1267.0,632,543,497,-1,496,1441,-1,3143,1432,-1
2005,Madhya Pradesh,Bhind,1037.0,815,722,549,-1,772,1842,-1,2679,-1,-1
2006,Madhya Pradesh,Bhind,1138.0,904,766,672,-1,676,2083,-1,2679,1162,-1
2007,Madhya Pradesh,Bhind,1028.0,1095,662,642,-1,942,2381,-1,3736,1510,-1
2008,Madhya Pradesh,Bhind,1050.0,1090,843,707,-1,930,2152,-1,-1,1804,-1
2009,Madhya Pradesh,Bhind,2022.0,1190,1031,832,-1,932,2252,-1,5816,3088,-1
2010,Madhya Pradesh,Bhind,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Madhya Pradesh,Bhind,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2012,Madhya Pradesh,Bhind,-1.0,1457,1460,1160,-1,1311,3162,-1,7983,-1,-1
2013,Madhya Pradesh,Bhind,1900.0,1480,-1,1210,-1,1230,2650,-1,11000,-1,-1
2014,Madhya Pradesh,Bhind,2500.0,-1,1258,991,-1,-1,-1,-1,8850,-1,-1
2015,Madhya Pradesh,Bhind,-1.0,1550,1337,1305,-1,1588,5483,-1,5412,-1,-1
2003,Madhya Pradesh,Indore,-1.0,680,410,-1,469,-1,1441,1538,-1,1582,-1
2004,Madhya Pradesh,Indore,1043.0,714,529,-1,476,-1,1426,1547,2528,1783,-1
2005,Madhya Pradesh,Indore,1074.0,850,613,-1,573,-1,1707,1734,2549,1984,-1
2006,Madhya Pradesh,Indore,1625.0,1009,1091,-1,745,-1,2148,1651,2950,1488,1881
2007,Madhya Pradesh,Indore,-1.0,1181,807,-1,1136,-1,3052,2094,-1,1574,-1
2008,Madhya Pradesh,Indore,1818.0,1360,900,-1,-1,-1,2120,3162,-1,2278,2723
2009,Madhya Pradesh,Indore,2213.0,1233,1170,-1,-1,-1,2613,3194,-1,3816,3079
2010,Madhya Pradesh,Indore,1300.0,1249,1200,-1,1092,-1,3500,4120,-1,3318,-1
2011,Madhya Pradesh,Indore,-1.0,1325,-1,-1,830,-1,3488,3792,-1,3640,-1
2012,Madhya Pradesh,Indore,-1.0,-1,1449,-1,1200,-1,3800,-1,-1,3800,-1
2013,Madhya Pradesh,Indore,-1.0,1400,-1,-1,1300,-1,3800,7000,-1,3500,-1
2014,Madhya Pradesh,Indore,4000.0,1800,-1,-1,-1,-1,2570,6000,-1,3800,4500
2015,Madhya Pradesh,Indore,4029.0,1700,-1,-1,1650,-1,4000,-1,-1,4000,3982
2003,Madhya Pradesh,Ratlam,-1.0,812,418,-1,421,-1,1161,1372,-1,1252,2386
2004,Madhya Pradesh,Ratlam,-1.0,673,600,-1,555,-1,1328,-1,2799,1550,1848
2005,Madhya Pradesh,Ratlam,-1.0,907,588,-1,620,-1,1890,-1,2549,1510,2500
2006,Madhya Pradesh,Ratlam,-1.0,977,400,-1,664,-1,2146,-1,3066,1550,2790
2007,Madhya Pradesh,Ratlam,1900.0,1202,718,-1,696,-1,2365,2968,-1,1038,2719
2008,Madhya Pradesh,Ratlam,1800.0,1223,730,-1,844,-1,2309,-1,-1,2075,-1
2009,Madhya Pradesh,Ratlam,-1.0,1235,891,-1,866,-1,2111,-1,-1,3279,3130
2010,Madhya Pradesh,Ratlam,-1.0,1332,876,-1,964,-1,2322,-1,-1,-1,5452
2011,Madhya Pradesh,Ratlam,-1.0,-1,-1,-1,955,-1,-1,-1,-1,-1,2338
2012,Madhya Pradesh,Ratlam,-1.0,-1,-1,-1,1150,-1,-1,-1,-1,-1,3486
2015,Madhya Pradesh,Ratlam,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4086
2003,Madhya Pradesh,Ujjain,-1.0,677,526,589,465,-1,1257,1473,-1,-1,-1
2004,Madhya Pradesh,Ujjain,-1.0,671,556,-1,550,564,1323,1604,2799,1473,-1
2005,Madhya Pradesh,Ujjain,-1.0,939,732,800,610,-1,1896,1945,2549,1486,-1
2006,Madhya Pradesh,Ujjain,-1.0,876,846,785,746,-1,2093,2828,3190,1162,-1
2007,Madhya Pradesh,Ujjain,-1.0,1128,829,-1,726,-1,2424,-1,-1,1038,1869
2008,Madhya Pradesh,Ujjain,-1.0,1143,823,-1,749,-1,1945,-1,-1,1804,-1
2009,Madhya Pradesh,Ujjain,-1.0,1328,918,-1,781,-1,1955,2099,-1,3088,-1
2010,Madhya Pradesh,Ujjain,-1.0,1336,979,-1,894,-1,2235,2228,-1,-1,-1
2011,Madhya Pradesh,Ujjain,-1.0,1380,1025,-1,1037,-1,3304,2834,-1,-1,-1
2012,Madhya Pradesh,Ujjain,-1.0,1487,1392,-1,1204,-1,-1,3600,3600,-1,-1
2013,Madhya Pradesh,Ujjain,-1.0,-1,2000,-1,1272,-1,2572,-1,-1,-1,4440
2003,Madhya Pradesh,Mandsaur,-1.0,700,406,707,437,538,1352,1459,2585,1210,-1
2004,Madhya Pradesh,Mandsaur,-1.0,671,521,-1,505,-1,1377,1455,3061,1618,-1
2005,Madhya Pradesh,Mandsaur,-1.0,901,657,664,578,799,1763,1559,2721,1885,-1
2006,Madhya Pradesh,Mandsaur,-1.0,973,806,769,710,778,2077,1882,2929,1745,1960
2007,Madhya Pradesh,Mandsaur,-1.0,1241,869,747,693,962,2358,2082,4177,1623,2000
2008,Madhya Pradesh,Mandsaur,-1.0,1138,941,770,739,914,2004,2445,5406,1955,-1
2009,Madhya Pradesh,Mandsaur,-1.0,1190,1311,1010,873,872,1880,2809,5382,2932,-1
2010,Madhya Pradesh,Mandsaur,-1.0,1196,1326,-1,965,1038,2213,3389,5289,3219,-1
2011,Madhya Pradesh,Mandsaur,-1.0,1304,1290,-1,907,1325,3385,2797,5740,3364,-1
2012,Madhya Pradesh,Mandsaur,-1.0,1598,1542,-1,1261,1495,3129,4002,5851,4387,-1
2013,Madhya Pradesh,Mandsaur,-1.0,1760,2041,-1,1319,1251,2830,3798,12677,4028,6650
2014,Madhya Pradesh,Mandsaur,-1.0,1469,-1,-1,1201,1543,3527,3763,8862,-1,-1
2015,Madhya Pradesh,Mandsaur,-1.0,1864,2423,-1,1335,-1,-1,6995,7318,-1,-1
2003,Madhya Pradesh,Dewas,-1.0,667,402,-1,492,-1,1450,-1,4000,1224,2244
2004,Madhya Pradesh,Dewas,1600.0,750,575,-1,550,-1,1550,1655,2645,1800,2000
2005,Madhya Pradesh,Dewas,1260.0,915,597,-1,500,-1,1892,2220,3200,1724,1840
2006,Madhya Pradesh,Dewas,1190.0,931,813,-1,742,-1,2189,3300,3694,1926,1980
2007,Madhya Pradesh,Dewas,-1.0,1100,880,-1,631,-1,2423,-1,-1,1900,2339
2008,Madhya Pradesh,Dewas,-1.0,1207,1000,-1,679,-1,1962,-1,-1,1804,2746
2009,Madhya Pradesh,Dewas,-1.0,1250,970,-1,958,-1,2031,-1,-1,3088,3065
2010,Madhya Pradesh,Dewas,-1.0,1290,1035,-1,942,-1,2235,-1,-1,-1,4039
2011,Madhya Pradesh,Dewas,-1.0,1323,1117,-1,981,-1,3171,-1,-1,-1,4400
2012,Madhya Pradesh,Dewas,-1.0,1467,1109,-1,1005,-1,3988,-1,-1,-1,4000
2013,Madhya Pradesh,Dewas,-1.0,1636,1153,-1,1124,-1,3308,-1,-1,-1,4222
2014,Madhya Pradesh,Dewas,-1.0,1436,-1,-1,1144,-1,4266,-1,-1,-1,4000
2015,Madhya Pradesh,Dewas,2958.0,1585,1442,-1,1414,-1,4345,3700,6200,3550,4285
2003,Madhya Pradesh,Dhar,-1.0,668,388,418,614,-1,1378,1438,-1,1282,2527
2004,Madhya Pradesh,Dhar,1247.0,637,485,432,539,-1,1322,2181,2799,1755,1788
2005,Madhya Pradesh,Dhar,1256.0,881,532,515,558,-1,1849,2019,2549,1825,1960
2006,Madhya Pradesh,Dhar,1000.0,910,688,881,737,-1,2053,2068,3208,1681,2175
2007,Madhya Pradesh,Dhar,1183.0,1113,691,658,744,-1,2400,2134,-1,1461,2403
2008,Madhya Pradesh,Dhar,1343.0,1120,750,636,756,-1,2069,2047,-1,2017,2669
2009,Madhya Pradesh,Dhar,2000.0,1245,838,800,899,-1,2021,2918,-1,3439,3277
2010,Madhya Pradesh,Dhar,2250.0,1222,817,700,20,-1,2315,3313,-1,3204,4608
2011,Madhya Pradesh,Dhar,-1.0,1368,990,1500,1055,-1,4919,3133,-1,3222,4047
2012,Madhya Pradesh,Dhar,2250.0,1428,-1,-1,1255,-1,3441,4928,4928,3937,3683
2013,Madhya Pradesh,Dhar,-1.0,1501,-1,1330,1397,-1,3345,4349,-1,3884,4630
2014,Madhya Pradesh,Dhar,2779.0,1496,-1,1638,1472,-1,3554,4385,-1,3862,3875
2015,Madhya Pradesh,Dhar,3577.0,1655,-1,1582,1316,-1,4719,4765,-1,3972,4061
2003,Madhya Pradesh,Jhabua,-1.0,641,510,480,421,-1,1334,1324,2757,-1,2476
2004,Madhya Pradesh,Jhabua,862.0,658,510,579,616,-1,1426,1339,3039,1409,1852
2005,Madhya Pradesh,Jhabua,1042.0,784,603,669,646,-1,1718,1347,2607,1486,2646
2006,Madhya Pradesh,Jhabua,1063.0,923,735,693,753,-1,2160,1740,2760,1162,2415
2007,Madhya Pradesh,Jhabua,1142.0,1100,600,700,867,-1,2565,2056,3525,1038,2627
2008,Madhya Pradesh,Jhabua,-1.0,1148,650,-1,871,-1,2151,2865,-1,1804,-1
2009,Madhya Pradesh,Jhabua,-1.0,1213,1036,-1,890,-1,2170,2140,5060,3088,2780
2010,Madhya Pradesh,Jhabua,1613.0,1193,763,-1,955,-1,-1,2626,4942,-1,5575
2011,Madhya Pradesh,Jhabua,1838.0,1280,1079,1550,997,-1,3286,3097,4894,-1,4277
2012,Madhya Pradesh,Jhabua,1792.0,-1,-1,-1,1166,-1,-1,3776,4346,-1,4384
2013,Madhya Pradesh,Jhabua,1859.0,-1,-1,-1,1276,-1,-1,3808,11000,-1,4893
2014,Madhya Pradesh,Jhabua,2107.0,-1,-1,-1,1239,-1,-1,3988,-1,-1,4326
2015,Madhya Pradesh,Jhabua,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Madhya Pradesh,Khargone / West Nimar,-1.0,661,444,-1,420,-1,1480,1531,-1,1267,2501
2004,Madhya Pradesh,Khargone / West Nimar,900.0,654,553,450,493,-1,1386,1641,2799,1672,1810
2005,Madhya Pradesh,Khargone / West Nimar,-1.0,846,566,721,534,-1,1839,1812,3041,1878,2004
2006,Madhya Pradesh,Khargone / West Nimar,-1.0,963,702,816,649,-1,2294,1917,3066,1823,2066
2007,Madhya Pradesh,Khargone / West Nimar,1133.0,1122,767,871,654,-1,2367,2280,-1,1488,2328
2008,Madhya Pradesh,Khargone / West Nimar,1400.0,1167,770,825,-1,-1,2448,2440,-1,2100,2692
2009,Madhya Pradesh,Khargone / West Nimar,1575.0,1177,886,1293,849,-1,1891,3157,-1,3487,3065
2010,Madhya Pradesh,Khargone / West Nimar,-1.0,1223,926,-1,886,-1,2236,2722,-1,3158,4622
2011,Madhya Pradesh,Khargone / West Nimar,-1.0,1367,1052,-1,890,-1,3450,3270,-1,3154,4034
2012,Madhya Pradesh,Khargone / West Nimar,-1.0,1620,1709,-1,1380,-1,3235,3272,3272,3703,4226
2013,Madhya Pradesh,Khargone / West Nimar,-1.0,1455,1650,-1,1515,-1,3080,3560,-1,3953,4487
2014,Madhya Pradesh,Khargone / West Nimar,-1.0,1480,1410,-1,1402,-1,4000,-1,-1,3907,3780
2015,Madhya Pradesh,Khargone / West Nimar,-1.0,1567,1373,-1,1327,-1,4460,-1,-1,3900,4212
2003,Madhya Pradesh,Khandwa / East Nimar,-1.0,692,435,500,-1,-1,1301,-1,-1,-1,-1
2004,Madhya Pradesh,Khandwa / East Nimar,953.0,777,516,513,478,-1,1316,2068,3017,1681,2175
2005,Madhya Pradesh,Khandwa / East Nimar,1090.0,852,562,618,466,-1,1720,1740,2760,1486,2415
2006,Madhya Pradesh,Khandwa / East Nimar,1519.0,954,749,628,685,-1,2321,1917,3464,1823,2066
2007,Madhya Pradesh,Khandwa / East Nimar,1416.0,1100,795,-1,586,-1,2520,1960,-1,1038,2347
2008,Madhya Pradesh,Khandwa / East Nimar,1741.0,1118,825,-1,751,-1,2280,1880,4875,1804,2630
2009,Madhya Pradesh,Khandwa / East Nimar,1550.0,1175,1065,900,920,-1,1833,2633,5500,3088,2810
2010,Madhya Pradesh,Khandwa / East Nimar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2011,Madhya Pradesh,Khandwa / East Nimar,-1.0,1187,-1,-1,-1,-1,3400,-1,-1,-1,4198
2012,Madhya Pradesh,Khandwa / East Nimar,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2003,Madhya Pradesh,Sehore,-1.0,665,529,-1,428,-1,1302,-1,3166,1142,-1
2004,Madhya Pradesh,Sehore,1000.0,521,533,-1,450,-1,1325,-1,2799,1681,-1
2005,Madhya Pradesh,Sehore,1200.0,858,613,-1,542,-1,1594,-1,2549,1510,-1
2006,Madhya Pradesh,Sehore,-1.0,947,796,-1,658,-1,2086,-1,3066,1415,-1
2007,Madhya Pradesh,Sehore,-1.0,1154,1000,-1,600,-1,2330,-1,4250,1745,-1
2008,Madhya Pradesh,Sehore,-1.0,1148,900,-1,700,-1,2151,-1,-1,1700,-1
2009,Madhya Pradesh,Sehore,1299.0,1236,1036,-1,924,-1,2005,-1,-1,3200,-1
2010,Madhya Pradesh,Sehore,-1.0,1220,1065,-1,-1,-1,-1,-1,5460,2990,-1
2011,Madhya Pradesh,Sehore,-1.0,-1,-1,-1,985,-1,-1,-1,-1,3039,-1
2012,Madhya Pradesh,Sehore,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2013,Madhya Pradesh,Sehore,-1.0,-1,-1,-1,1450,-1,-1,-1,-1,4220,-1
2014,Madhya Pradesh,Sehore,-1.0,-1,-1,-1,1453,-1,-1,-1,-1,2730,-1
2015,Madhya Pradesh,Sehore,3104.0,-1,1501,-1,1400,-1,-1,-1,-1,3189,-1
2003,Madhya Pradesh,Raisen,-1.0,674,585,-1,700,-1,1276,-1,-1,-1,-1
2004,Madhya Pradesh,Raisen,1100.0,672,575,-1,491,-1,1347,-1,2799,1409,-1
2005,Madhya Pradesh,Raisen,1040.0,811,650,-1,533,-1,1476,-1,2303,1550,-1
2006,Madhya Pradesh,Raisen,1131.0,943,940,-1,700,-1,2148,-1,3694,1926,-1
2007,Madhya Pradesh,Raisen,1313.0,1126,903,-1,705,-1,2252,-1,4500,1800,-1
2008,Madhya Pradesh,Raisen,1694.0,1077,1100,-1,743,-1,2125,-1,6100,1804,-1
2009,Madhya Pradesh,Raisen,1589.0,1213,1036,-1,800,-1,1898,-1,-1,3088,-1
2010,Madhya Pradesh,Raisen,1669.0,1248,-1,-1,1125,-1,2382,-1,4500,-1,-1
2011,Madhya Pradesh,Raisen,1500.0,1273,-1,-1,880,-1,3834,-1,6409,-1,-1
2012,Madhya Pradesh,Raisen,-1.0,1650,1900,-1,-1,-1,3500,-1,-1,-1,-1
2013,Madhya Pradesh,Raisen,2726.0,1620,-1,-1,1514,-1,3289,-1,7136,-1,-1
2014,Madhya Pradesh,Raisen,3628.0,1800,-1,-1,1657,-1,2913,-1,7912,-1,-1
2015,Madhya Pradesh,Raisen,2818.33,1980,1593,-1,2000,-1,4323,-1,5904,-1,-1
2003,Madhya Pradesh,Vidisha,-1.0,748,518,-1,580,-1,1353,-1,-1,-1,-1
2004,Madhya Pradesh,Vidisha,-1.0,748,574,-1,450,-1,1372,-1,2505,1409,-1
2005,Madhya Pradesh,Vidisha,-1.0,850,900,-1,-1,-1,1745,1593,2549,1486,-1
2006,Madhya Pradesh,Vidisha,-1.0,995,-1,-1,1000,-1,1803,-1,2776,1162,-1
2007,Madhya Pradesh,Vidisha,-1.0,1125,786,-1,-1,-1,2388,2236,-1,1574,-1
2008,Madhya Pradesh,Vidisha,-1.0,1411,1050,-1,1056,-1,2043,-1,-1,1804,-1
2009,Madhya Pradesh,Vidisha,-1.0,1471,1036,-1,1130,-1,1899,-1,-1,3088,-1
2010,Madhya Pradesh,Vidisha,-1.0,1327,2070,-1,890,-1,2135,-1,-1,-1,-1
2011,Madhya Pradesh,Vidisha,-1.0,-1,1995,-1,-1,-1,-1,-1,-1,-1,-1
2012,Madhya Pradesh,Vidisha,-1.0,1526,-1,-1,-1,-1,3415,-1,-1,-1,-1
2014,Madhya Pradesh,Vidisha,-1.0,-1,-1,-1,1100,-1,-1,-1,-1,-1,-1
2003,Madhya Pradesh,Betul,-1.0,683,479,-1,390,-1,1344,1553,3020,1056,-1
2004,Madhya Pradesh,Betul,1036.0,670,488,-1,-1,-1,1324,1826,2799,1416,-1
2005,Madhya Pradesh,Betul,1047.0,792,521,-1,473,-1,1628,1179,3403,1473,-1
2006,Madhya Pradesh,Betul,1128.0,986,-1,-1,646,-1,1853,1495,3150,1282,-1
2007,Madhya Pradesh,Betul,1200.0,1117,786,-1,578,-1,2059,-1,-1,941,-1
2008,Madhya Pradesh,Betul,1721.0,1155,797,-1,759,-1,2135,1861,4821,1766,-1
2009,Madhya Pradesh,Betul,1676.0,1209,839,-1,865,-1,1914,2203,7454,2967,-1
2010,Madhya Pradesh,Betul,1730.0,1277,1100,-1,888,-1,1931,2643,4900,2590,-1
2011,Madhya Pradesh,Betul,1737.0,1229,1015,-1,868,-1,3030,2365,5450,2408,-1
2012,Madhya Pradesh,Betul,1594.0,1469,1296,-1,1165,-1,3095,3099,4300,2986,4000
2013,Madhya Pradesh,Betul,2328.0,1577,1721,-1,1335,-1,2725,4061,11875,3067,-1
2014,Madhya Pradesh,Betul,2557.0,1384,1697,-1,1097,-1,3184,3991,7654,2933,-1
2015,Madhya Pradesh,Betul,-1.0,-1,-1,-1,-1,-1,-1,4947,-1,-1,-1
2003,Madhya Pradesh,Rajgarh,-1.0,655,523,-1,482,-1,1351,1438,2727,1212,-1
2004,Madhya Pradesh,Rajgarh,830.0,675,543,-1,470,-1,1364,1501,2799,1716,-1
2005,Madhya Pradesh,Rajgarh,1000.0,856,838,-1,544,-1,1845,1459,2549,1779,-1
2006,Madhya Pradesh,Rajgarh,985.0,887,1151,-1,620,-1,2173,1832,3066,1601,-1
2007,Madhya Pradesh,Rajgarh,1250.0,1097,1166,-1,674,-1,2044,1789,-1,1182,-1
2008,Madhya Pradesh,Rajgarh,1800.0,1126,1000,-1,689,-1,2083,2146,-1,2366,-1
2009,Madhya Pradesh,Rajgarh,-1.0,1162,1118,-1,835,-1,1991,2600,-1,3532,-1
2010,Madhya Pradesh,Rajgarh,1800.0,1201,1269,-1,873,-1,2059,2563,-1,3149,-1
2011,Madhya Pradesh,Rajgarh,-1.0,1189,2032,-1,904,-1,3417,2850,-1,3226,-1
2012,Madhya Pradesh,Rajgarh,-1.0,-1,2000,-1,1177,-1,3200,3722,5768,3433,-1
2003,Madhya Pradesh,Shajapur,-1.0,645,488,-1,458,-1,1335,1296,-1,1172,-1
2004,Madhya Pradesh,Shajapur,-1.0,719,508,-1,457,594,1393,1495,2799,1386,-1
2005,Madhya Pradesh,Shajapur,-1.0,1060,604,-1,481,-1,1754,1685,2549,1525,-1
2006,Madhya Pradesh,Shajapur,-1.0,933,-1,-1,700,-1,2265,1200,3328,1800,-1
2007,Madhya Pradesh,Shajapur,1230.0,1250,786,-1,790,-1,2700,2571,-1,1465,-1
2008,Madhya Pradesh,Shajapur,1679.0,1200,900,-1,765,-1,2700,-1,-1,1816,-1
2009,Madhya Pradesh,Shajapur,1200.0,1250,1036,-1,600,-1,1900,2000,-1,3500,-1
2010,Madhya Pradesh,Shajapur,-1.0,1300,-1,-1,860,-1,2500,3500,-1,4068,-1
2011,Madhya Pradesh,Shajapur,1530.0,1240,1133,-1,860,-1,3075,3180,-1,2604,-1
2012,Madhya Pradesh,Shajapur,-1.0,1491,1372,-1,1330,-1,3456,4929,4929,3398,-1
2013,Madhya Pradesh,Shajapur,-1.0,1600,2000,-1,1638,-1,3000,6631,-1,3738,4020
2014,Madhya Pradesh,Shajapur,3500.0,1450,1900,-1,1852,-1,3300,5833,-1,3395,-1
2015,Madhya Pradesh,Shajapur,-1.0,1514,2000,-1,-1,-1,4836,3000,-1,3000,-1
2003,Madhya Pradesh,Hoshangabad,-1.0,635,-1,-1,-1,-1,1392,-1,3200,-1,-1
2004,Madhya Pradesh,Hoshangabad,1379.0,637,574,-1,516,-1,1315,-1,2874,1409,-1
2005,Madhya Pradesh,Hoshangabad,1397.0,831,690,-1,-1,-1,1798,-1,3190,1486,-1
2006,Madhya Pradesh,Hoshangabad,1355.0,931,883,-1,-1,-1,2096,-1,3328,1400,-1
2007,Madhya Pradesh,Hoshangabad,1469.0,1080,806,-1,-1,-1,2368,-1,3563,1238,2497
2008,Madhya Pradesh,Hoshangabad,1738.0,1114,1164,-1,-1,-1,1927,-1,4431,1804,-1
